uniprot_ID	reviewed	uniprot_name	protein	gene_name_long	organism	refseq	length	locus_tag	pathway	go_ids	go_bp	localization
P50834	reviewed	YPPF_BACSU	Uncharacterized protein YppF	yppF BSU22260	Bacillus subtilis 168	NP_390108.1; NC_000964.3.;WP_003230690.1; NZ_JNCM01000036.1.;	62	BSU22260	NA	NA	NA	unknown
P50835	reviewed	YPPG_BACSU	Uncharacterized protein YppG	yppG BSU22250	Bacillus subtilis 168	NP_390107.1; NC_000964.3.;WP_004398696.1; NZ_JNCM01000036.1.;	125	BSU22250	NA	NA	NA	unknown
P50836	reviewed	YPQA_BACSU	Uncharacterized protein YpqA	ypqA BSU22240	Bacillus subtilis 168	NP_390106.1; NC_000964.3.;WP_004398640.1; NZ_JNCM01000036.1.;	139	BSU22240	NA	NA	NA	unknown
P50837	reviewed	YPRB_BACSU	Uncharacterized protein YprB	yprB BSU22210	Bacillus subtilis 168	NP_390103.1; NC_000964.3.;WP_004398813.1; NZ_JNCM01000036.1.;	413	BSU22210	NA	NA	NA	unknown
P50838	reviewed	YPSA_BACSU	UPF0398 protein YpsA	ypsA BSU22190	Bacillus subtilis 168	NP_390101.2; NC_000964.3.;WP_004398656.1; NZ_JNCM01000036.1.;WP_010886550.1; NC_000964.3.;	180	BSU22190	NA	NA	NA	unknown
P50841	reviewed	YPTA_BACSU	Uncharacterized protein YptA	yptA BSU22160	Bacillus subtilis 168	NP_390098.1; NC_000964.3.;WP_003246090.1; NZ_JNCM01000036.1.;	63	BSU22160	NA	NA	NA	unknown
P50862	reviewed	YBAK_BACSU	Uncharacterized protein YbaK	ybaK ybxH BSU01520	Bacillus subtilis 168	NP_388033.1; NC_000964.3.;WP_003235118.1; NZ_JNCM01000029.1.;	147	BSU01520	NA	NA	NA	unknown
P53560	reviewed	YTBQ_BACSU	Uncharacterized protein YtbQ	ytbQ BSU30180	Bacillus subtilis 168	NP_390896.2; NC_000964.3.;WP_003245974.1; NZ_JNCM01000036.1.;	253	BSU30180	NA	GO:0008460	NA	unknown
P54158	reviewed	YPBQ_BACSU	Uncharacterized protein YpbQ	ypbQ BSU22040	Bacillus subtilis 168	NP_390086.1; NC_000964.3.;WP_004398552.1; NZ_JNCM01000036.1.;	168	BSU22040	NA	GO:0004671; GO:0005886	NA	inner membrane
P54160	reviewed	YPBS_BACSU	Uncharacterized protein YpbS	ypbS BSU22020	Bacillus subtilis 168	NP_390084.1; NC_000964.3.;WP_003230757.1; NZ_JNCM01000036.1.;	85	BSU22020	NA	NA	NA	unknown
P54165	reviewed	YPEQ_BACSU	Uncharacterized protein YpeQ	ypeQ BSU21960	Bacillus subtilis 168	NP_390079.1; NC_000964.3.;WP_004399003.1; NZ_JNCM01000036.1.;	60	BSU21960	NA	NA	NA	unknown
P54168	reviewed	YPGQ_BACSU	Uncharacterized protein YpgQ	ypgQ BSU21890	Bacillus subtilis 168	NP_390072.1; NC_000964.3.;WP_003230787.1; NZ_JNCM01000036.1.;	205	BSU21890	NA	NA	NA	unknown
P54169	reviewed	YPGR_BACSU	Uncharacterized protein YpgR	ypgR BSU21880	Bacillus subtilis 168	NP_390071.1; NC_000964.3.;WP_004398677.1; NZ_JNCM01000036.1.;	377	BSU21880	NA	GO:0016491; GO:0019135	NA	unknown
P54171	reviewed	YPIP_BACSU	Uncharacterized protein YpiP	ypiP BSU21850	Bacillus subtilis 168	NP_390068.2; NC_000964.3.;WP_003230795.1; NZ_JNCM01000036.1.;	257	BSU21850	NA	GO:0008990	NA	unknown
P54172	reviewed	YPJP_BACSU	Uncharacterized protein YpjP	ypjP BSU21840	Bacillus subtilis 168	NP_390067.1; NC_000964.3.;WP_009967559.1; NZ_JNCM01000036.1.;	203	BSU21840	NA	GO:0016020	NA	unknown
P54173	reviewed	YPJQ_BACSU	Uncharacterized protein YpjQ	ypjQ BSU21830	Bacillus subtilis 168	NP_390066.1; NC_000964.3.;WP_003230797.1; NZ_JNCM01000036.1.;	177	BSU21830	NA	GO:0006629; GO:0008962	lipid metabolic process [GO:0006629]	unknown
P54174	reviewed	YPKP_BACSU	Uncharacterized protein YpkP	ypkP BSU21800	Bacillus subtilis 168	NP_390063.2; NC_000964.3.;WP_004398497.1; NZ_JNCM01000036.1.;	206	BSU21800	NA	NA	NA	unknown
P54177	reviewed	YPMP_BACSU	Uncharacterized protein YpmP	ypmP BSU21760	Bacillus subtilis 168	NP_390059.1; NC_000964.3.;WP_004399020.1; NZ_JNCM01000036.1.;	83	BSU21760	NA	NA	NA	unknown
P54179	reviewed	YPMS_BACSU	Uncharacterized protein YpmS	ypmS BSU21730	Bacillus subtilis 168	NP_390056.1; NC_000964.3.;WP_003230807.1; NZ_JNCM01000036.1.;	187	BSU21730	NA	GO:0016020	NA	unknown
P54180	reviewed	YPMT_BACSU	Uncharacterized protein YpmT	ypmT BSU21720	Bacillus subtilis 168	NP_390055.1; NC_000964.3.;WP_003230808.1; NZ_JNCM01000036.1.;	64	BSU21720	NA	GO:0005886	NA	inner membrane
P54325	reviewed	XKDE_BACSU	Phage-like element PBSX protein XkdE	xkdE BSU12590	Bacillus subtilis 168	NP_389141.2; NC_000964.3.;WP_003245427.1; NZ_JNCM01000035.1.;	495	BSU12590	NA	NA	NA	unknown
P54326	reviewed	XKDF_BACSU	Phage-like element PBSX protein XkdF	xkdF BSU12600	Bacillus subtilis 168	NP_389142.2; NC_000964.3.;WP_003245836.1; NZ_JNCM01000035.1.;	275	BSU12600	NA	NA	NA	unknown
P54328	reviewed	XKDH_BACSU	Phage-like element PBSX protein XkdH	xkdH BSU12620	Bacillus subtilis 168	NP_389144.1; NC_000964.3.;WP_009967053.1; NZ_JNCM01000035.1.;	118	BSU12620	NA	NA	NA	unknown
P54329	reviewed	XKDI_BACSU	Phage-like element PBSX protein XkdI	xkdI BSU12630	Bacillus subtilis 168	NP_389145.1; NC_000964.3.;WP_003245226.1; NZ_JNCM01000035.1.;	161	BSU12630	NA	NA	NA	unknown
P54330	reviewed	XKDJ_BACSU	Phage-like element PBSX protein XkdJ	xkdJ BSU12640	Bacillus subtilis 168	NP_389146.1; NC_000964.3.;WP_003232680.1; NZ_JNCM01000035.1.;	146	BSU12640	NA	NA	NA	unknown
P54331	reviewed	XKDK_BACSU	Phage-like element PBSX protein XkdK	xkdK BSU12650	Bacillus subtilis 168	NP_389147.2; NC_000964.3.;WP_003245369.1; NZ_JNCM01000035.1.;	466	BSU12650	NA	NA	NA	unknown
P54332	reviewed	XKDM_BACSU	Phage-like element PBSX protein XkdM	xkdM BSU12660	Bacillus subtilis 168	NP_389148.1; NC_000964.3.;WP_003232677.1; NZ_JNCM01000035.1.;	147	BSU12660	NA	NA	NA	unknown
P54333	reviewed	XKDN_BACSU	Phage-like element PBSX protein XkdN	xkdN BSU12670	Bacillus subtilis 168	NP_389149.2; NC_000964.3.;WP_003232676.1; NZ_JNCM01000035.1.;	148	BSU12670	NA	NA	NA	unknown
P54334	reviewed	XKDO_BACSU	Phage-like element PBSX protein XkdO	xkdO BSU12680	Bacillus subtilis 168	NP_389150.2; NC_000964.3.;WP_010886493.1; NZ_JNCM01000035.1.;	1332	BSU12680	NA	NA	NA	unknown
P54336	reviewed	XKDQ_BACSU	Phage-like element PBSX protein XkdQ	xkdQ BSU12700	Bacillus subtilis 168	NP_389152.1; NC_000964.3.;WP_003245730.1; NZ_JNCM01000035.1.;	325	BSU12700	NA	GO:0030955; GO:0035864	response to potassium ion [GO:0035864]	unknown
P54337	reviewed	XKDR_BACSU	Phage-like element PBSX protein XkdR	xkdR BSU12710	Bacillus subtilis 168	NP_389153.1; NC_000964.3.;WP_003244812.1; NZ_JNCM01000035.1.;	88	BSU12710	NA	NA	NA	unknown
P54338	reviewed	XKDS_BACSU	Phage-like element PBSX protein XkdS	xkdS BSU12720	Bacillus subtilis 168	NP_389154.1; NC_000964.3.;WP_003232671.1; NZ_JNCM01000035.1.;	141	BSU12720	NA	NA	NA	unknown
P54339	reviewed	XKDT_BACSU	Phage-like element PBSX protein XkdT	xkdT BSU12730	Bacillus subtilis 168	NP_389155.1; NC_000964.3.;WP_009967060.1; NZ_JNCM01000035.1.;	348	BSU12730	NA	NA	NA	unknown
P54340	reviewed	XKDU_BACSU	Phage-like element PBSX protein XkdU	xkdU BSU12740	Bacillus subtilis 168	NP_389156.1; NC_000964.3.;WP_003244743.1; NZ_JNCM01000035.1.;	192	BSU12740	NA	NA	NA	unknown
P54341	reviewed	XKDV_BACSU	Phage-like element PBSX protein XkdV	xkdV BSU12750	Bacillus subtilis 168	NP_389158.1; NC_000964.3.;WP_003244681.1; NZ_JNCM01000035.1.;	687	BSU12750	NA	NA	NA	unknown
P54342	reviewed	XKDW_BACSU	Phage-like element PBSX protein XkdW	xkdW BSU12760	Bacillus subtilis 168	NP_389159.1; NC_000964.3.;WP_003232660.1; NZ_JNCM01000035.1.;	109	BSU12760	NA	NA	NA	unknown
P54343	reviewed	XKDX_BACSU	Phage-like element PBSX protein XkdX	xkdX BSU12770	Bacillus subtilis 168	NP_389160.1; NC_000964.3.;WP_003232658.1; NZ_JNCM01000035.1.;	54	BSU12770	NA	NA	NA	unknown
P54344	reviewed	XTRA_BACSU	Phage-like element PBSX protein XtrA	xtrA BSU12550	Bacillus subtilis 168	NP_389137.1; NC_000964.3.;WP_003244900.1; NZ_JNCM01000035.1.;	68	BSU12550	NA	NA	NA	unknown
P54372	reviewed	YQDA_BACSU	Uncharacterized protein YqdA (ORF8)	yqdA yqcS BSU26330	Bacillus subtilis 168	NP_390510.1; NC_000964.3.;WP_003229902.1; NZ_JNCM01000036.1.;	46	BSU26330	NA	NA	NA	unknown
P54379	reviewed	CSGA_BACSU	Sigma-G-dependent sporulation-specific SASP protein	csgA BSU02070	Bacillus subtilis 168	NP_388089.1; NC_000964.3.;WP_003234887.1; NZ_JNCM01000030.1.;	82	BSU02070	NA	GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
P54390	reviewed	YPIB_BACSU	UPF0302 protein YpiB	ypiB BSU22580	Bacillus subtilis 168	NP_390139.1; NC_000964.3.;WP_004399171.1; NZ_CP103783.1.;	179	BSU22580	NA	NA	NA	unknown
P54391	reviewed	YPIF_BACSU	Uncharacterized protein YpiF	ypiF BSU22570	Bacillus subtilis 168	NP_390138.1; NC_000964.3.;WP_003246201.1; NZ_JNCM01000036.1.;	148	BSU22570	NA	NA	NA	unknown
P54392	reviewed	YPJA_BACSU	Uncharacterized protein YpjA	ypjA BSU22530	Bacillus subtilis 168	NP_390134.1; NC_000964.3.;WP_010886552.1; NC_000964.3.;	185	BSU22530	NA	GO:0005886	NA	inner membrane
P54393	reviewed	YPJB_BACSU	Uncharacterized protein YpjB	ypjB BSU22520	Bacillus subtilis 168	NP_390133.1; NC_000964.3.;WP_003230633.1; NZ_JNCM01000036.1.;	264	BSU22520	NA	GO:0016020	NA	unknown
P54395	reviewed	YPMA_BACSU	Uncharacterized protein YpmA	ypmA BSU22390	Bacillus subtilis 168	NP_390120.1; NC_000964.3.;WP_003225588.1; NZ_JNCM01000036.1.;	56	BSU22390	NA	NA	NA	unknown
P54396	reviewed	YPMB_BACSU	Uncharacterized protein YpmB	ypmB BSU22380	Bacillus subtilis 168	NP_390119.1; NC_000964.3.;WP_003230665.1; NZ_JNCM01000036.1.;	161	BSU22380	NA	GO:0016020	NA	unknown
P54426	reviewed	YBXH_BACSU	Uncharacterized protein YbxH (ORF3)	ybxH BSU02080	Bacillus subtilis 168	NP_388090.1; NC_000964.3.;WP_003234886.1; NZ_JNCM01000030.1.;	63	BSU02080	NA	NA	NA	unknown
P54429	reviewed	YRKB_BACSU	Uncharacterized protein YrkB	yrkB BSU26570	Bacillus subtilis 168	NP_390534.1; NC_000964.3.;WP_009967843.1; NZ_JNCM01000036.1.;	48	BSU26570	NA	NA	NA	unknown
P54430	reviewed	YRKC_BACSU	Uncharacterized protein YrkC	yrkC BSU26560	Bacillus subtilis 168	NP_390533.1; NC_000964.3.;WP_004398494.1; NZ_JNCM01000036.1.;	186	BSU26560	NA	GO:0005524	NA	unknown
P54431	reviewed	YRKD_BACSU	Uncharacterized protein YrkD	yrkD BSU26550	Bacillus subtilis 168	NP_390532.1; NC_000964.3.;WP_010886577.1; NC_000964.3.;	63	BSU26550	NA	GO:0003677; GO:0045892; GO:0046872	negative regulation of DNA-templated transcription [GO:0045892]	unknown
P54432	reviewed	YRKE_BACSU	Uncharacterized protein YrkE	yrkE BSU26540	Bacillus subtilis 168	NP_390531.1; NC_000964.3.;WP_003229885.1; NZ_JNCM01000036.1.;	160	BSU26540	NA	NA	NA	unknown
P54433	reviewed	YRKF_BACSU	Putative sulfur carrier protein YrkF	yrkF BSU26530	Bacillus subtilis 168	NP_390530.1; NC_000964.3.;WP_004399169.1; NZ_JNCM01000036.1.;	185	BSU26530	NA	NA	NA	unknown
P54436	reviewed	YRKI_BACSU	Putative sulfur carrier protein YrkI	yrkI BSU26500	Bacillus subtilis 168	NP_390527.1; NC_000964.3.;WP_003229888.1; NZ_JNCM01000036.1.;	75	BSU26500	NA	NA	NA	unknown
P54437	reviewed	YRKJ_BACSU	Probable membrane transporter protein YrkJ	yrkJ BSU26490	Bacillus subtilis 168	NP_390526.1; NC_000964.3.;WP_003229890.1; NZ_JNCM01000036.1.;	261	BSU26490	NA	GO:0005886	NA	inner membrane
P54438	reviewed	YRKK_BACSU	Uncharacterized protein YrkK	yrkK BSU26480	Bacillus subtilis 168	NP_390525.2; NC_000964.3.;WP_004398792.1; NZ_JNCM01000036.1.;	158	BSU26480	NA	GO:0005886	NA	inner membrane
P54441	reviewed	YRKN_BACSU	Uncharacterized protein YrkN	yrkN BSU26450	Bacillus subtilis 168	NP_390522.1; NC_000964.3.;WP_003229892.1; NZ_JNCM01000036.1.;	185	BSU26450	NA	GO:0016747	NA	unknown
P54442	reviewed	YRKO_BACSU	Uncharacterized protein YrkO	yrkO BSU26440	Bacillus subtilis 168	NP_390521.1; NC_000964.3.;WP_003229894.1; NZ_JNCM01000036.1.;	405	BSU26440	NA	GO:0005886	NA	inner membrane
P54446	reviewed	YRKS_BACSU	Uncharacterized protein YrkS	yrkS BSU26400	Bacillus subtilis 168	NP_390517.1; NC_000964.3.;WP_010886576.1; NZ_JNCM01000036.1.;	54	BSU26400	NA	NA	NA	unknown
P54447	reviewed	YQEB_BACSU	Uncharacterized protein YqeB	yqeB BSU25740	Bacillus subtilis 168	NP_390451.2; NC_000964.3.;WP_010886572.1; NZ_JNCM01000036.1.;	240	BSU25740	NA	GO:0005886	NA	inner membrane
P54449	reviewed	YQED_BACSU	Uncharacterized protein YqeD	yqeD BSU25720	Bacillus subtilis 168	NP_390449.1; NC_000964.3.;WP_003229962.1; NZ_JNCM01000036.1.;	208	BSU25720	NA	GO:0005886	NA	inner membrane
P54454	reviewed	YQEI_BACSU	Probable RNA-binding protein YqeI	yqeI BSU25650	Bacillus subtilis 168	NP_390443.1; NC_000964.3.;WP_003226133.1; NZ_JNCM01000036.1.;	96	BSU25650	NA	GO:0003723	NA	unknown
P54459	reviewed	YQEN_BACSU	Uncharacterized protein YqeN	yqeN BSU25560	Bacillus subtilis 168	NP_390434.1; NC_000964.3.;WP_003229987.1; NZ_JNCM01000036.1.;	347	BSU25560	NA	GO:0003677; GO:0003887; GO:0006261; GO:0009360	DNA-templated DNA replication [GO:0006261]	unknown
P54464	reviewed	YQEY_BACSU	Uncharacterized protein YqeY	yqeY BSU25400	Bacillus subtilis 168	NP_390418.1; NC_000964.3.;WP_003230022.1; NZ_JNCM01000036.1.;	148	BSU25400	NA	GO:0016884	NA	unknown
P54468	reviewed	YQFC_BACSU	Uncharacterized protein YqfC	yqfC BSU25360	Bacillus subtilis 168	NP_390414.1; NC_000964.3.;WP_003226191.1; NZ_JNCM01000036.1.;	93	BSU25360	NA	NA	NA	unknown
P54469	reviewed	YQFD_BACSU	Uncharacterized protein YqfD	yqfD BSU25350	Bacillus subtilis 168	NP_390413.2; NC_000964.3.;WP_003230033.1; NZ_JNCM01000036.1.;	398	BSU25350	NA	GO:0005886; GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	inner membrane
P54474	reviewed	YQFQ_BACSU	Uncharacterized protein YqfQ	yqfQ BSU25150	Bacillus subtilis 168	NP_390394.1; NC_000964.3.;WP_003246095.1; NZ_JNCM01000036.1.;	247	BSU25150	NA	NA	NA	unknown
P54477	reviewed	YQFT_BACSU	Uncharacterized protein YqfT	yqfT BSU25120	Bacillus subtilis 168	NP_390391.1; NC_000964.3.;WP_003230076.1; NZ_JNCM01000036.1.;	84	BSU25120	NA	NA	NA	unknown
P54478	reviewed	YQFU_BACSU	UPF0750 membrane protein YqfU	yqfU BSU25110	Bacillus subtilis 168	NP_390390.2; NC_000964.3.;WP_003230077.1; NZ_JNCM01000036.1.;	293	BSU25110	NA	GO:0005886	NA	inner membrane
P54480	reviewed	YQFW_BACSU	Putative nucleotidase YqfW (EC 3.1.3.-)	yqfW BSU25090	Bacillus subtilis 168	NP_390388.1; NC_000964.3.;WP_003246215.1; NZ_JNCM01000036.1.;	193	BSU25090	NA	GO:0016787	NA	unknown
P54481	reviewed	YQFX_BACSU	Uncharacterized protein YqfX	yqfX BSU25080	Bacillus subtilis 168	NP_390387.1; NC_000964.3.;WP_010886568.1; NZ_JNCM01000036.1.;	129	BSU25080	NA	GO:0005886	NA	inner membrane
P54485	reviewed	YQGB_BACSU	Uncharacterized protein YqgB	yqgB BSU25040	Bacillus subtilis 168	NP_390383.2; NC_000964.3.;WP_003230089.1; NZ_JNCM01000036.1.;	255	BSU25040	NA	GO:0005886	NA	inner membrane
P54486	reviewed	YQGC_BACSU	Uncharacterized protein YqgC	yqgC BSU25030	Bacillus subtilis 168	NP_390382.1; NC_000964.3.;WP_004398518.1; NZ_JNCM01000036.1.;	160	BSU25030	NA	GO:0005886	NA	inner membrane
P54489	reviewed	YQGL_BACSU	Uncharacterized protein YqgL	yqgL BSU24920	Bacillus subtilis 168	NP_390371.1; NC_000964.3.;WP_009967744.1; NZ_JNCM01000036.1.;	156	BSU24920	NA	NA	NA	unknown
P54492	reviewed	YQGO_BACSU	Uncharacterized protein YqgO	yqgO BSU24880	Bacillus subtilis 168	NP_390368.1; NC_000964.3.;WP_003230126.1; NZ_JNCM01000036.1.;	57	BSU24880	NA	NA	NA	unknown
P54494	reviewed	YQGQ_BACSU	Uncharacterized protein YqgQ	yqgQ BSU24860	Bacillus subtilis 168	NP_390366.1; NC_000964.3.;WP_004399107.1; NZ_JNCM01000036.1.;	71	BSU24860	NA	NA	NA	unknown
P54498	reviewed	YQGU_BACSU	Uncharacterized lipoprotein YqgU	yqgU BSU24820	Bacillus subtilis 168	NP_390362.2; NC_000964.3.;WP_003230137.1; NZ_JNCM01000036.1.;	353	BSU24820	NA	GO:0005886	NA	inner membrane
P54499	reviewed	YQGV_BACSU	UPF0045 protein YqgV	yqgV BSU24810	Bacillus subtilis 168	NP_390361.2; NC_000964.3.;WP_003230139.1; NZ_JNCM01000036.1.;	104	BSU24810	NA	GO:0005829	NA	unknown
P54500	reviewed	YQGW_BACSU	Uncharacterized protein YqgW	yqgW BSU24800	Bacillus subtilis 168	NP_390360.1; NC_000964.3.;WP_003230141.1; NZ_JNCM01000036.1.;	57	BSU24800	NA	GO:0005886	NA	inner membrane
P54502	reviewed	YQGY_BACSU	Uncharacterized protein YqgY	yqgY BSU24780	Bacillus subtilis 168	NP_390358.1; NC_000964.3.;WP_003226300.1; NZ_JNCM01000036.1.;	81	BSU24780	NA	GO:0005886	NA	inner membrane
P54508	reviewed	YQHG_BACSU	Uncharacterized protein YqhG	yqhG BSU24590	Bacillus subtilis 168	NP_390339.1; NC_000964.3.;WP_003230200.1; NZ_JNCM01000036.1.;	264	BSU24590	NA	NA	NA	unknown
P54510	reviewed	YQHL_BACSU	Uncharacterized protein YqhL	yqhL BSU24540	Bacillus subtilis 168	NP_390334.2; NC_000964.3.;WP_004398485.1; NZ_JNCM01000036.1.;	126	BSU24540	NA	GO:0005886	NA	inner membrane
P54515	reviewed	YQHQ_BACSU	Uncharacterized protein YqhQ	yqhQ BSU24490	Bacillus subtilis 168	NP_390329.2; NC_000964.3.;WP_009967716.1; NZ_JNCM01000036.1.;	318	BSU24490	NA	GO:0005886	NA	inner membrane
P54516	reviewed	YQHR_BACSU	Uncharacterized protein YqhR	yqhR BSU24480	Bacillus subtilis 168	NP_390328.1; NC_000964.3.;WP_003230222.1; NZ_JNCM01000036.1.;	178	BSU24480	NA	GO:0005886	NA	inner membrane
P54519	reviewed	YQHY_BACSU	Uncharacterized protein YqhY	yqhY BSU24330	Bacillus subtilis 168	NP_390313.2; NC_000964.3.;WP_003230254.1; NZ_JNCM01000036.1.;	135	BSU24330	NA	NA	NA	unknown
P54538	reviewed	YQJA_BACSU	Uncharacterized protein YqjA	yqjA BSU23950	Bacillus subtilis 168	NP_390275.2; NC_000964.3.;WP_003246146.1; NZ_JNCM01000036.1.;	322	BSU23950	NA	GO:0005886	NA	inner membrane
P54543	reviewed	YQJF_BACSU	Uncharacterized protein YqjF	yqjF BSU23900	Bacillus subtilis 168	NP_390270.3; NC_000964.3.;WP_004399111.1; NZ_JNCM01000036.1.;	242	BSU23900	NA	NA	NA	unknown
P54549	reviewed	YQJL_BACSU	Uncharacterized protein YqjL	yqjL BSU23830	Bacillus subtilis 168	NP_390264.1; NC_000964.3.;WP_003230373.1; NZ_JNCM01000036.1.;	253	BSU23830	NA	NA	NA	unknown
P54551	reviewed	YQJN_BACSU	Uncharacterized protein YqjN	yqjN BSU23810	Bacillus subtilis 168	NP_390262.2; NC_000964.3.;WP_004398867.1; NZ_JNCM01000036.1.;	547	BSU23810	NA	GO:0006526; GO:0008777	arginine biosynthetic process [GO:0006526]	unknown
P54557	reviewed	YQJT_BACSU	Uncharacterized protein YqjT	yqjT BSU23750	Bacillus subtilis 168	NP_390256.1; NC_000964.3.;WP_004398989.1; NZ_JNCM01000036.1.;	128	BSU23750	NA	NA	NA	unknown
P54558	reviewed	YQJU_BACSU	Uncharacterized protein YqjU	yqjU BSU23740	Bacillus subtilis 168	NP_390255.1; NC_000964.3.;WP_004398585.1; NZ_JNCM01000036.1.;	52	BSU23740	NA	GO:0016020	NA	unknown
P54561	reviewed	YQJX_BACSU	Uncharacterized protein YqjX	yqjX BSU23700	Bacillus subtilis 168	NP_390251.1; NC_000964.3.;WP_004398477.1; NZ_JNCM01000036.1.;	112	BSU23700	NA	NA	NA	unknown
P54562	reviewed	YQJY_BACSU	Uncharacterized protein YqjY	yqjY BSU23690	Bacillus subtilis 168	NP_390250.1; NC_000964.3.;WP_004398668.1; NZ_JNCM01000036.1.;	156	BSU23690	NA	GO:0016747	NA	unknown
P54563	reviewed	YQJZ_BACSU	Uncharacterized protein YqjZ	yqjZ BSU23680	Bacillus subtilis 168	NP_390249.1; NC_000964.3.;WP_003245961.1; NZ_JNCM01000036.1.;	114	BSU23680	NA	NA	NA	unknown
P54565	reviewed	YQKB_BACSU	Uncharacterized protein YqkB	yqkB BSU23660	Bacillus subtilis 168	NP_390247.1; NC_000964.3.;WP_003226552.1; NZ_JNCM01000036.1.;	107	BSU23660	NA	NA	NA	unknown
P54566	reviewed	YQKC_BACSU	Uncharacterized protein YqkC	yqkC BSU23650	Bacillus subtilis 168	NP_390246.1; NC_000964.3.;WP_003230411.1; NZ_JNCM01000036.1.;	79	BSU23650	NA	NA	NA	unknown
P54567	reviewed	YQKD_BACSU	Uncharacterized protein YqkD	yqkD BSU23640	Bacillus subtilis 168	NP_390245.1; NC_000964.3.;WP_004398519.1; NZ_JNCM01000036.1.;	305	BSU23640	NA	GO:0016020	NA	unknown
P54568	reviewed	YQKE_BACSU	Uncharacterized protein YqkE	yqkE BSU23630	Bacillus subtilis 168	NP_390244.1; NC_000964.3.;WP_010886561.1; NZ_JNCM01000036.1.;	74	BSU23630	NA	NA	NA	unknown
P54573	reviewed	YQKK_BACSU	Uncharacterized protein YqkK	yqkK BSU23540	Bacillus subtilis 168	NP_390235.1; NC_000964.3.;WP_003246030.1; NZ_JNCM01000036.1.;	71	BSU23540	NA	NA	NA	unknown
P54586	reviewed	YHCB_BACSU	Uncharacterized protein YhcB	yhcB BSU09020	Bacillus subtilis 168	NP_388783.1; NC_000964.3.;WP_003233428.1; NZ_JNCM01000035.1.;	176	BSU09020	NA	GO:0003955; GO:0010181; GO:0016020	NA	unknown
P54588	reviewed	YHCD_BACSU	Uncharacterized protein YhcD	yhcD BSU09040	Bacillus subtilis 168	NP_388785.1; NC_000964.3.;WP_003233426.1; NZ_JNCM01000035.1.;	51	BSU09040	NA	NA	NA	unknown
P54589	reviewed	YHCE_BACSU	Uncharacterized protein YhcE	yhcE BSU09050	Bacillus subtilis 168	NP_388786.1; NC_000964.3.;WP_003245465.1; NZ_JNCM01000035.1.;	253	BSU09050	NA	GO:0005886	NA	inner membrane
P54593	reviewed	YHCI_BACSU	Uncharacterized protein YhcI	yhcI BSU09090	Bacillus subtilis 168	NP_388790.1; NC_000964.3.;WP_003233421.1; NZ_JNCM01000035.1.;	313	BSU09090	NA	GO:0005886; GO:0140359	NA	inner membrane
P54597	reviewed	YHCM_BACSU	Uncharacterized protein YhcM	yhcM BSU09140	Bacillus subtilis 168	NP_388795.1; NC_000964.3.;WP_003245285.1; NZ_JNCM01000035.1.;	151	BSU09140	NA	NA	NA	unknown
P54599	reviewed	YHCO_BACSU	Uncharacterized protein YhcO	yhcO BSU09165 BSU09160/BSU09170	Bacillus subtilis 168	NP_388797.2; NC_000964.3.;WP_003245770.1; NZ_JNCM01000035.1.;	322	BSU09165	NA	NA	NA	unknown
P54605	reviewed	YHCU_BACSU	Uncharacterized protein YhcU	yhcU BSU09220	Bacillus subtilis 168	NP_388803.2; NC_000964.3.;WP_003233401.1; NZ_JNCM01000035.1.;	131	BSU09220	NA	NA	NA	unknown
P54606	reviewed	YHCV_BACSU	CBS domain-containing protein YhcV	yhcV BSU09230	Bacillus subtilis 168	NP_388804.1; NC_000964.3.;WP_003245462.1; NZ_JNCM01000035.1.;	140	BSU09230	NA	NA	NA	unknown
P54724	reviewed	YFIH_BACSU	Uncharacterized protein YfiH	yfiH BSU08270	Bacillus subtilis 168	NP_388708.1; NC_000964.3.;WP_003244504.1; NZ_JNCM01000032.1.;	313	BSU08270	NA	NA	NA	unknown
P54940	reviewed	YXEA_BACSU	Uncharacterized protein YxeA	yxeA BSU39620 HS74A	Bacillus subtilis 168	NP_391841.1; NC_000964.3.;WP_003227084.1; NZ_JNCM01000034.1.;	115	BSU39620	NA	NA	NA	unknown
P54942	reviewed	YXEC_BACSU	Uncharacterized protein YxeC	yxeC BSU39600 HS74C	Bacillus subtilis 168	NP_391839.2; NC_000964.3.;WP_003243293.1; NZ_JNCM01000034.1.;	132	BSU39600	NA	GO:0005886	NA	inner membrane
P54943	reviewed	YXED_BACSU	Uncharacterized protein YxeD	yxeD BSU39590 HS74DR	Bacillus subtilis 168	NP_391838.2; NC_000964.3.;WP_003242469.1; NZ_JNCM01000034.1.;	117	BSU39590	NA	NA	NA	unknown
P54944	reviewed	YXEE_BACSU	Uncharacterized protein YxeE	yxeE BSU39580 HS74ER	Bacillus subtilis 168	NP_391837.1; NC_000964.3.;WP_003227093.1; NZ_JNCM01000034.1.;	121	BSU39580	NA	NA	NA	unknown
P54945	reviewed	YXEF_BACSU	Uncharacterized protein YxeF	yxeF BSU39570 HS74F	Bacillus subtilis 168	NP_391836.1; NC_000964.3.;WP_003244165.1; NZ_JNCM01000034.1.;	144	BSU39570	NA	NA	NA	unknown
