Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Pathway	Gene Ontology IDs	Subcellular location [CC]
A0A140N9H5	unreviewed	A0A140N9H5_ECOBD	tRNA/rRNA methyltransferase (SpoU)	ECBD_1099	Escherichia coli (strain B / BL21-DE3)	345	ECBD_1099	NA	GO:0003723; GO:0005829; GO:0006396; GO:0008173; GO:0032259	NA
A0A140N9H6	unreviewed	A0A140N9H6_ECOBD	YdgH/BhsA/McbA-like domain-containing protein	ECBD_2042	Escherichia coli (strain B / BL21-DE3)	314	ECBD_2042	NA	NA	NA
A0A140N9H8	unreviewed	A0A140N9H8_ECOBD	Colicin V production protein	ECBD_1346	Escherichia coli (strain B / BL21-DE3)	162	ECBD_1346	NA	GO:0009403; GO:0016020	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N9H9	unreviewed	A0A140N9H9_ECOBD	Transcriptional regulator, AraC family	ECBD_1855	Escherichia coli (strain B / BL21-DE3)	272	ECBD_1855	NA	GO:0003700; GO:0043565	NA
A0A140N9I0	unreviewed	A0A140N9I0_ECOBD	NADH/Ubiquinone/plastoquinone (Complex I)	ECBD_1204	Escherichia coli (strain B / BL21-DE3)	449	ECBD_1204	NA	GO:0008137; GO:0015990; GO:0042773; GO:0045272	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU000320}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU000320}.
A0A140N9I2	unreviewed	A0A140N9I2_ECOBD	DUF1327 domain-containing protein	ECBD_2259	Escherichia coli (strain B / BL21-DE3)	114	ECBD_2259	NA	NA	NA
A0A140N9I6	unreviewed	A0A140N9I6_ECOBD	ROK family protein	ECBD_2052	Escherichia coli (strain B / BL21-DE3)	406	ECBD_2052	NA	GO:0003677; GO:0006351	NA
A0A140N9J0	unreviewed	A0A140N9J0_ECOBD	Excisionase	ECBD_2270	Escherichia coli (strain B / BL21-DE3)	71	ECBD_2270	NA	NA	NA
A0A140N9J1	unreviewed	A0A140N9J1_ECOBD	Uncharacterized protein	ECBD_1119	Escherichia coli (strain B / BL21-DE3)	54	ECBD_1119	NA	NA	NA
A0A140N9J2	unreviewed	A0A140N9J2_ECOBD	YcaO domain-containing protein	ECBD_2690	Escherichia coli (strain B / BL21-DE3)	586	ECBD_2690	NA	NA	NA
A0A140N9J3	unreviewed	A0A140N9J3_ECOBD	HAD-superfamily hydrolase, subfamily IA, variant 3	ECBD_1366	Escherichia coli (strain B / BL21-DE3)	216	ECBD_1366	NA	GO:0003850; GO:0008801; GO:0043136; GO:0046872	NA
A0A140N9J4	unreviewed	A0A140N9J4_ECOBD	Diamine N-acetyltransferase (EC 2.3.1.57)	ECBD_2062	Escherichia coli (strain B / BL21-DE3)	186	ECBD_2062	NA	GO:0004145	NA
A0A140N9J6	unreviewed	A0A140N9J6_ECOBD	UPF0115 protein YfcN	yfcN ECBD_1328	Escherichia coli (strain B / BL21-DE3)	183	ECBD_1328	NA	NA	NA
A0A140N9K0	unreviewed	A0A140N9K0_ECOBD	Amidohydrolase	ECBD_2280	Escherichia coli (strain B / BL21-DE3)	481	ECBD_2280	NA	GO:0005737; GO:0016805; GO:0046657; GO:0071713	NA
A0A140N9K1	unreviewed	A0A140N9K1_ECOBD	Two-component system QseEF-associated lipoprotein QseG	ECBD_1129	Escherichia coli (strain B / BL21-DE3)	237	ECBD_1129	NA	NA	NA
A0A140N9K2	unreviewed	A0A140N9K2_ECOBD	Dimethylsulfoxide reductase, chain B	ECBD_2700	Escherichia coli (strain B / BL21-DE3)	205	ECBD_2700	NA	GO:0046872; GO:0051539	NA
A0A140N9K3	unreviewed	A0A140N9K3_ECOBD	DEAD/H associated domain protein	ECBD_1990	Escherichia coli (strain B / BL21-DE3)	1538	ECBD_1990	NA	GO:0003677; GO:0005524; GO:0016887	NA
A0A140N9K6	unreviewed	A0A140N9K6_ECOBD	Aldehyde Dehydrogenase	ECBD_1235	Escherichia coli (strain B / BL21-DE3)	467	ECBD_1235	NA	GO:0004030; GO:0008774	NA
A0A140N9K8	unreviewed	A0A140N9K8_ECOBD	CopG domain protein DNA-binding domain protein	ECBD_2976	Escherichia coli (strain B / BL21-DE3)	120	ECBD_2976	NA	GO:0003677; GO:0006355	NA
A0A140N9K9	unreviewed	A0A140N9K9_ECOBD	Transcriptional regulator, XRE family	ECBD_2075	Escherichia coli (strain B / BL21-DE3)	135	ECBD_2075	NA	GO:0003677	NA
A0A140N9L0	unreviewed	A0A140N9L0_ECOBD	Alcohol dehydrogenase zinc-binding domain protein	ECBD_1139	Escherichia coli (strain B / BL21-DE3)	353	ECBD_1139	NA	GO:0008270; GO:0016616	NA
A0A140N9L3	unreviewed	A0A140N9L3_ECOBD	DUF1656 domain-containing protein	ECBD_2000	Escherichia coli (strain B / BL21-DE3)	78	ECBD_2000	NA	GO:0016020	NA
A0A140N9L7	unreviewed	A0A140N9L7_ECOBD	ROK family protein	ECBD_2986	Escherichia coli (strain B / BL21-DE3)	406	ECBD_2986	NA	GO:0003677; GO:0003700	NA
A0A140N9L8	unreviewed	A0A140N9L8_ECOBD	Transcriptional regulator, AraC family	ECBD_1245	Escherichia coli (strain B / BL21-DE3)	350	ECBD_1245	NA	GO:0003700; GO:0043565	NA
A0A140N9L9	unreviewed	A0A140N9L9_ECOBD	CDP-alcohol phosphatidyltransferase	ECBD_1886	Escherichia coli (strain B / BL21-DE3)	206	ECBD_1886	NA	GO:0008654; GO:0016020; GO:0016780	NA
A0A140N9M0	unreviewed	A0A140N9M0_ECOBD	L-lysine exporter LysO	ECBD_2720	Escherichia coli (strain B / BL21-DE3)	299	ECBD_2720	NA	GO:0005886; GO:0015661	NA
A0A140N9M2	unreviewed	A0A140N9M2_ECOBD	Glutathione S-transferase domain protein	ECBD_1358	Escherichia coli (strain B / BL21-DE3)	214	ECBD_1358	NA	GO:0004364; GO:0006559; GO:0006749; GO:0016034	NA
A0A140N9M3	unreviewed	A0A140N9M3_ECOBD	Uncharacterized protein	ECBD_2010	Escherichia coli (strain B / BL21-DE3)	66	ECBD_2010	NA	NA	NA
A0A140N9M4	unreviewed	A0A140N9M4_ECOBD	Mannitol dehydrogenase domain protein	ECBD_2097	Escherichia coli (strain B / BL21-DE3)	486	ECBD_2097	NA	GO:0016616; GO:0019594	NA
A0A140N9M5	unreviewed	A0A140N9M5_ECOBD	Short-chain dehydrogenase/reductase SDR	ECBD_1255	Escherichia coli (strain B / BL21-DE3)	263	ECBD_1255	NA	NA	NA
A0A140N9M6	unreviewed	A0A140N9M6_ECOBD	Extracellular solute-binding protein family 3	ECBD_2996	Escherichia coli (strain B / BL21-DE3)	302	ECBD_2996	NA	GO:0030288	NA
A0A140N9M7	unreviewed	A0A140N9M7_ECOBD	Transcriptional antiterminator, BglG	ECBD_1149	Escherichia coli (strain B / BL21-DE3)	426	ECBD_1149	NA	GO:0006355	NA
A0A140N9M8	unreviewed	A0A140N9M8_ECOBD	Uncharacterized protein	ECBD_1896	Escherichia coli (strain B / BL21-DE3)	56	ECBD_1896	NA	NA	NA
A0A140N9N1	unreviewed	A0A140N9N1_ECOBD	Beta-lactam resistance protein	ECBD_2020	Escherichia coli (strain B / BL21-DE3)	66	ECBD_2020	NA	GO:0016020	NA
A0A140N9N2	unreviewed	A0A140N9N2_ECOBD	EamA domain-containing protein	ECBD_2107	Escherichia coli (strain B / BL21-DE3)	299	ECBD_2107	NA	GO:0005886	NA
A0A140N9N3	unreviewed	A0A140N9N3_ECOBD	Zinc ribbon-containing protein	ECBD_3008	Escherichia coli (strain B / BL21-DE3)	160	ECBD_3008	NA	NA	NA
A0A140N9N6	unreviewed	A0A140N9N6_ECOBD	2Fe-2S ferredoxin	ECBD_1159	Escherichia coli (strain B / BL21-DE3)	111	ECBD_1159	NA	GO:0005829; GO:0009055; GO:0051537; GO:0140647	NA
A0A140N9N9	unreviewed	A0A140N9N9_ECOBD	SmpA/OmlA domain protein	ECBD_1906	Escherichia coli (strain B / BL21-DE3)	112	ECBD_1906	NA	GO:0019867	NA
A0A140N9P0	unreviewed	A0A140N9P0_ECOBD	Phage shock protein C, PspC	ECBD_2311	Escherichia coli (strain B / BL21-DE3)	119	ECBD_2311	NA	GO:0005886	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.
A0A140N9P1	unreviewed	A0A140N9P1_ECOBD	Outer membrane porin	ECBD_2030	Escherichia coli (strain B / BL21-DE3)	421	ECBD_2030	NA	NA	NA
A0A140N9P5	unreviewed	A0A140N9P5_ECOBD	DUF2933 domain-containing protein	ECBD_1416	Escherichia coli (strain B / BL21-DE3)	41	ECBD_1416	NA	NA	NA
A0A140N9P6	unreviewed	A0A140N9P6_ECOBD	Aldehyde Dehydrogenase	ECBD_2117	Escherichia coli (strain B / BL21-DE3)	462	ECBD_2117	NA	GO:0004030; GO:0004777	NA
A0A140N9P7	unreviewed	A0A140N9P7_ECOBD	Tail Collar domain protein	ECBD_2751	Escherichia coli (strain B / BL21-DE3)	180	ECBD_2751	NA	NA	NA
A0A140N9P9	unreviewed	A0A140N9P9_ECOBD	Amino acid permease-associated region	ECBD_2321	Escherichia coli (strain B / BL21-DE3)	461	ECBD_2321	NA	GO:0016020; GO:0055085	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N9Q0	unreviewed	A0A140N9Q0_ECOBD	FlxA-like family protein	ECBD_1275	Escherichia coli (strain B / BL21-DE3)	113	ECBD_1275	NA	NA	NA
A0A140N9Q2	unreviewed	A0A140N9Q2_ECOBD	YfbM family protein	ECBD_1388	Escherichia coli (strain B / BL21-DE3)	167	ECBD_1388	NA	NA	NA
A0A140N9Q5	unreviewed	A0A140N9Q5_ECOBD	Outer membrane autotransporter barrel domain protein	ECBD_2128	Escherichia coli (strain B / BL21-DE3)	516	ECBD_2128	NA	GO:0019867	NA
A0A140N9Q6	unreviewed	A0A140N9Q6_ECOBD	Sodium:dicarboxylate symporter	ECBD_1916	Escherichia coli (strain B / BL21-DE3)	463	ECBD_1916	NA	GO:0005886; GO:0015184; GO:0015293	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N9Q7	unreviewed	A0A140N9Q7_ECOBD	p2 phage tail completion R family protein	ECBD_2761	Escherichia coli (strain B / BL21-DE3)	143	ECBD_2761	NA	NA	NA
A0A140N9Q8	unreviewed	A0A140N9Q8_ECOBD	Major facilitator superfamily MFS_1	ECBD_2050	Escherichia coli (strain B / BL21-DE3)	417	ECBD_2050	NA	GO:0005886; GO:0022857	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N9R3	unreviewed	A0A140N9R3_ECOBD	Short chain fatty acid transporter	ECBD_1436	Escherichia coli (strain B / BL21-DE3)	440	ECBD_1436	NA	GO:0005886	NA
A0A140N9R5	unreviewed	A0A140N9R5_ECOBD	Regulatory CII family protein	ECBD_2771	Escherichia coli (strain B / BL21-DE3)	481	ECBD_2771	NA	GO:0003677; GO:0004519; GO:0006260	NA
A0A140N9R7	unreviewed	A0A140N9R7_ECOBD	DUF1161 domain-containing protein	ECBD_2060	Escherichia coli (strain B / BL21-DE3)	101	ECBD_2060	NA	NA	NA
A0A140N9R9	unreviewed	A0A140N9R9_ECOBD	Transcriptional regulator, AraC family	ECBD_2140	Escherichia coli (strain B / BL21-DE3)	253	ECBD_2140	NA	GO:0000976; GO:0003700; GO:0005829	NA
A0A140N9S1	unreviewed	A0A140N9S1_ECOBD	DUF2545 family protein	ECBD_1295	Escherichia coli (strain B / BL21-DE3)	80	ECBD_1295	NA	GO:0016020	NA
A0A140N9S2	unreviewed	A0A140N9S2_ECOBD	Alkylated DNA repair protein AlkB	ECBD_1447	Escherichia coli (strain B / BL21-DE3)	216	ECBD_1447	NA	GO:0005737; GO:0006281; GO:0008198; GO:0035513; GO:0035515; GO:0035516; GO:0035552	NA
A0A140N9S3	unreviewed	A0A140N9S3_ECOBD	NADH ubiquinone oxidoreductase 20 kDa subunit	ECBD_1199	Escherichia coli (strain B / BL21-DE3)	252	ECBD_1199	NA	GO:0008137; GO:0048038; GO:0051539	NA
A0A140N9S4	unreviewed	A0A140N9S4_ECOBD	NLP/P60 protein	ECBD_1937	Escherichia coli (strain B / BL21-DE3)	154	ECBD_1937	NA	GO:0006508; GO:0008234; GO:0016020	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004635}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004635}.
A0A140N9S6	unreviewed	A0A140N9S6_ECOBD	Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S)	ECBD_2150	Escherichia coli (strain B / BL21-DE3)	799	ECBD_2150	NA	NA	NA
A0A140N9S8	unreviewed	A0A140N9S8_ECOBD	Uncharacterized protein	ECBD_2072	Escherichia coli (strain B / BL21-DE3)	66	ECBD_2072	NA	NA	NA
A0A140N9S9	unreviewed	A0A140N9S9_ECOBD	Drug resistance transporter, EmrB/QacA subfamily	ECBD_1305	Escherichia coli (strain B / BL21-DE3)	512	ECBD_1305	NA	GO:0005886; GO:0022857	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N9T1	unreviewed	A0A140N9T1_ECOBD	Electron transfer flavoprotein alpha subunit	ECBD_1948	Escherichia coli (strain B / BL21-DE3)	312	ECBD_1948	NA	GO:0009055; GO:0033539; GO:0050660	NA
A0A140N9T2	unreviewed	A0A140N9T2_ECOBD	2,3-dihydroxybenzoate-AMP ligase	ECBD_3060	Escherichia coli (strain B / BL21-DE3)	536	ECBD_3060	PATHWAY: Siderophore biosynthesis. {ECO:0000256|ARBA:ARBA00004924}.	GO:0008668; GO:0016874; GO:0019290	NA
A0A140N9T7	unreviewed	A0A140N9T7_ECOBD	HNH nuclease domain-containing protein	ECBD_2084	Escherichia coli (strain B / BL21-DE3)	216	ECBD_2084	NA	NA	NA
A0A140N9T8	unreviewed	A0A140N9T8_ECOBD	Glycine cleavage system transcriptional repressor	ECBD_1210	Escherichia coli (strain B / BL21-DE3)	190	ECBD_1210	NA	GO:0005829; GO:0006351; GO:0006355	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|PIRNR:PIRNR028103}.
A0A140N9T9	unreviewed	A0A140N9T9_ECOBD	DUF406 family protein	ECBD_1317	Escherichia coli (strain B / BL21-DE3)	94	ECBD_1317	NA	GO:0005829	NA
A0A140N9U0	unreviewed	A0A140N9U0_ECOBD	Two component transcriptional regulator, LuxR family	ECBD_1467	Escherichia coli (strain B / BL21-DE3)	215	ECBD_1467	NA	GO:0000160; GO:0003677; GO:0006355	NA
A0A140N9U1	unreviewed	A0A140N9U1_ECOBD	MbtH domain protein	ECBD_3070	Escherichia coli (strain B / BL21-DE3)	72	ECBD_3070	NA	GO:0005829; GO:0019290	NA
A0A140N9U2	unreviewed	A0A140N9U2_ECOBD	Short-chain dehydrogenase/reductase SDR	ECBD_2351	Escherichia coli (strain B / BL21-DE3)	252	ECBD_2351	NA	GO:0005829; GO:0016491	NA
A0A140N9U3	unreviewed	A0A140N9U3_ECOBD	FAD linked oxidase domain protein	ECBD_1959	Escherichia coli (strain B / BL21-DE3)	1018	ECBD_1959	NA	GO:0003824; GO:0046872; GO:0051536; GO:0071949	NA
A0A140N9U4	unreviewed	A0A140N9U4_ECOBD	Nitrate reductase, beta subunit	ECBD_2171	Escherichia coli (strain B / BL21-DE3)	514	ECBD_2171	NA	GO:0008940; GO:0009055; GO:0009061; GO:0009325; GO:0016020; GO:0042126; GO:0046872; GO:0051539	NA
A0A140N9U5	unreviewed	A0A140N9U5_ECOBD	DUF1479 domain-containing protein	ECBD_2802	Escherichia coli (strain B / BL21-DE3)	421	ECBD_2802	NA	NA	NA
A0A140N9U6	unreviewed	A0A140N9U6_ECOBD	3-oxoacid CoA-transferase, A subunit (EC 2.8.3.8)	ECBD_1438	Escherichia coli (strain B / BL21-DE3)	220	ECBD_1438	NA	GO:0008260; GO:0008775; GO:0046950	NA
A0A140N9U7	unreviewed	A0A140N9U7_ECOBD	Uncharacterized protein YdfK	ECBD_2095 ECBD_2249	Escherichia coli (strain B / BL21-DE3)	77	ECBD_2095 ECBD_2249	NA	NA	NA
A0A140N9U9	unreviewed	A0A140N9U9_ECOBD	DUF2544 domain-containing protein	ECBD_1327	Escherichia coli (strain B / BL21-DE3)	274	ECBD_1327	NA	NA	NA
A0A140N9V0	unreviewed	A0A140N9V0_ECOBD	ABC transporter related	ECBD_1477	Escherichia coli (strain B / BL21-DE3)	529	ECBD_1477	NA	GO:0005524; GO:0015833; GO:0016887	NA
A0A140N9V3	unreviewed	A0A140N9V3_ECOBD	Cationic amino acid ABC transporter, periplasmic binding protein	ECBD_2812	Escherichia coli (strain B / BL21-DE3)	248	ECBD_2812	NA	GO:0006865; GO:0015276; GO:0016020; GO:0030288	SUBCELLULAR LOCATION: Periplasm {ECO:0000256|ARBA:ARBA00004418}.
A0A140N9V5	unreviewed	A0A140N9V5_ECOBD	Protein MgtS	ECBD_2105	Escherichia coli (strain B / BL21-DE3)	31	ECBD_2105	NA	GO:0016020	NA
A0A140N9V6	unreviewed	A0A140N9V6_ECOBD	Putative transferase	ECBD_2184	Escherichia coli (strain B / BL21-DE3)	205	ECBD_2184	NA	GO:0016740	NA
A0A140N9V7	unreviewed	A0A140N9V7_ECOBD	Ethanolamine utilisation EutQ family protein	ECBD_1230	Escherichia coli (strain B / BL21-DE3)	233	ECBD_1230	NA	NA	NA
A0A140N9W0	unreviewed	A0A140N9W0_ECOBD	YkgJ family cysteine cluster protein	ECBD_1487	Escherichia coli (strain B / BL21-DE3)	84	ECBD_1487	NA	NA	NA
A0A140N9W1	unreviewed	A0A140N9W1_ECOBD	Two component heavy metal response transcriptional regulator, winged helix family	ECBD_3091	Escherichia coli (strain B / BL21-DE3)	227	ECBD_3091	NA	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993	NA
A0A140N9W2	unreviewed	A0A140N9W2_ECOBD	TrkA-N domain protein	ECBD_2372	Escherichia coli (strain B / BL21-DE3)	417	ECBD_2372	NA	GO:0006813; GO:0016020	NA
A0A140N9W3	unreviewed	A0A140N9W3_ECOBD	Malate/L-lactate dehydrogenase	ECBD_2822	Escherichia coli (strain B / BL21-DE3)	361	ECBD_2822	NA	GO:0016491	NA
A0A140N9W4	unreviewed	A0A140N9W4_ECOBD	Heme exporter protein CcmA	ECBD_1459	Escherichia coli (strain B / BL21-DE3)	205	ECBD_1459	NA	GO:0005524; GO:0015439; GO:0016020; GO:0016887; GO:0017004	NA
A0A140N9W5	unreviewed	A0A140N9W5_ECOBD	GhoT/OrtT family toxin	ECBD_2194	Escherichia coli (strain B / BL21-DE3)	57	ECBD_2194	NA	GO:0005886	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N9W6	unreviewed	A0A140N9W6_ECOBD	Uncharacterized protein	ECBD_2115	Escherichia coli (strain B / BL21-DE3)	371	ECBD_2115	NA	NA	NA
A0A140N9W8	unreviewed	A0A140N9W8_ECOBD	Pertactin central region domain-containing protein	ECBD_1979	Escherichia coli (strain B / BL21-DE3)	418	ECBD_1979	NA	NA	NA
A0A140N9X0	unreviewed	A0A140N9X0_ECOBD	Ethanolamine ammonia-lyase reactivase	ECBD_1240	Escherichia coli (strain B / BL21-DE3)	467	ECBD_1240	PATHWAY: Amine and polyamine degradation; ethanolamine degradation. {ECO:0000256|PIRNR:PIRNR012293}.	GO:0046336	NA
A0A140N9X1	unreviewed	A0A140N9X1_ECOBD	Antitermination Q family protein	ECBD_3105	Escherichia coli (strain B / BL21-DE3)	127	ECBD_3105	NA	GO:0003677; GO:0060567	NA
A0A140N9X2	unreviewed	A0A140N9X2_ECOBD	Inner membrane protein YejM	ECBD_1469	Escherichia coli (strain B / BL21-DE3)	586	ECBD_1469	NA	GO:0005886	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N9X3	unreviewed	A0A140N9X3_ECOBD	Inner membrane protein	ECBD_2832	Escherichia coli (strain B / BL21-DE3)	136	ECBD_2832	NA	GO:0016020	NA
A0A140N9X5	unreviewed	A0A140N9X5_ECOBD	Glutathione S-transferase domain protein	ECBD_1357	Escherichia coli (strain B / BL21-DE3)	215	ECBD_1357	NA	GO:0015036; GO:0016740	NA
A0A140N9X6	unreviewed	A0A140N9X6_ECOBD	RpoE-regulated lipoprotein	ECBD_1250	Escherichia coli (strain B / BL21-DE3)	191	ECBD_1250	NA	NA	NA
A0A140N9X7	unreviewed	A0A140N9X7_ECOBD	Peptidase U32	ECBD_2204	Escherichia coli (strain B / BL21-DE3)	653	ECBD_2204	NA	GO:0044249; GO:1901576	NA
A0A140N9X8	unreviewed	A0A140N9X8_ECOBD	UPF0056 inner membrane protein	ECBD_2382	Escherichia coli (strain B / BL21-DE3)	215	ECBD_2382	NA	GO:0005886	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|RuleBase:RU362048}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU362048}. Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N9Y2	unreviewed	A0A140N9Y2_ECOBD	Oxidoreductase alpha (Molybdopterin) subunit	ECBD_2138	Escherichia coli (strain B / BL21-DE3)	759	ECBD_2138	NA	GO:0008863; GO:0030151; GO:0051539	NA
A0A140N9Y3	unreviewed	A0A140N9Y3_ECOBD	Transcriptional regulator, LacI family	ECBD_1507	Escherichia coli (strain B / BL21-DE3)	346	ECBD_1507	NA	GO:0000976; GO:0003700	NA
A0A140N9Y5	unreviewed	A0A140N9Y5_ECOBD	Binding-protein-dependent transport systems inner membrane component	ECBD_1479	Escherichia coli (strain B / BL21-DE3)	364	ECBD_1479	NA	GO:0005886; GO:0042884; GO:0055085	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N9Y6	unreviewed	A0A140N9Y6_ECOBD	Nitrate reductase molybdenum cofactor assembly chaperone (EC 1.7.99.4)	ECBD_2392	Escherichia coli (strain B / BL21-DE3)	236	ECBD_2392	NA	GO:0008940; GO:0016530; GO:0042128; GO:0051082; GO:0051131	NA
A0A140N9Y7	unreviewed	A0A140N9Y7_ECOBD	Citrate transporter	ECBD_1367	Escherichia coli (strain B / BL21-DE3)	610	ECBD_1367	NA	GO:0005886; GO:0006813; GO:0008324	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N9Y9	unreviewed	A0A140N9Y9_ECOBD	Virulence-related outer membrane protein	ECBD_2854	Escherichia coli (strain B / BL21-DE3)	206	ECBD_2854	NA	GO:0009279; GO:0044384	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000256|ARBA:ARBA00004571}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004571}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N9Z0	unreviewed	A0A140N9Z0_ECOBD	Glycosyl hydrolase-like 10 domain-containing protein	ECBD_2148	Escherichia coli (strain B / BL21-DE3)	439	ECBD_2148	NA	NA	NA
A0A140N9Z1	unreviewed	A0A140N9Z1_ECOBD	Secretion protein HlyD family protein	ECBD_1999	Escherichia coli (strain B / BL21-DE3)	285	ECBD_1999	NA	GO:0009636; GO:0016020; GO:0022857	NA
A0A140N9Z3	unreviewed	A0A140N9Z3_ECOBD	Pili assembly chaperone, N-terminal	ECBD_3127	Escherichia coli (strain B / BL21-DE3)	230	ECBD_3127	NA	GO:0030288; GO:0061077; GO:0071555	SUBCELLULAR LOCATION: Periplasm {ECO:0000256|ARBA:ARBA00004418, ECO:0000256|RuleBase:RU003918}.
A0A140N9Z4	unreviewed	A0A140N9Z4_ECOBD	ChaB family protein	ECBD_2402	Escherichia coli (strain B / BL21-DE3)	76	ECBD_2402	NA	NA	NA
A0A140N9Z6	unreviewed	A0A140N9Z6_ECOBD	Aldehyde Dehydrogenase	ECBD_2225	Escherichia coli (strain B / BL21-DE3)	479	ECBD_2225	NA	GO:0004777; GO:0005829; GO:0009450	NA
A0A140N9Z9	unreviewed	A0A140N9Z9_ECOBD	Minor tail U	ECBD_2864	Escherichia coli (strain B / BL21-DE3)	131	ECBD_2864	NA	NA	NA
A0A140NA01	unreviewed	A0A140NA01_ECOBD	Biofilm-dependent modulation protein	ECBD_2158	Escherichia coli (strain B / BL21-DE3)	71	ECBD_2158	NA	NA	NA
A0A140NA04	unreviewed	A0A140NA04_ECOBD	Carbamate kinase	ECBD_3137	Escherichia coli (strain B / BL21-DE3)	297	ECBD_3137	NA	GO:0005829; GO:0008804; GO:0016310; GO:0019546	NA
A0A140NA06	unreviewed	A0A140NA06_ECOBD	DNA packaging Nu1	ECBD_2874	Escherichia coli (strain B / BL21-DE3)	181	ECBD_2874	NA	NA	NA
A0A140NA08	unreviewed	A0A140NA08_ECOBD	ABC transporter related	ECBD_1529	Escherichia coli (strain B / BL21-DE3)	308	ECBD_1529	NA	GO:0005524; GO:0016887	NA
A0A140NA10	unreviewed	A0A140NA10_ECOBD	Hemolysin expression modulating family protein	ECBD_2019	Escherichia coli (strain B / BL21-DE3)	71	ECBD_2019	NA	NA	NA
A0A140NA11	unreviewed	A0A140NA11_ECOBD	Transcriptional regulator, AraC family	ECBD_1290	Escherichia coli (strain B / BL21-DE3)	285	ECBD_1290	NA	GO:0003700; GO:0043565	NA
A0A140NA13	unreviewed	A0A140NA13_ECOBD	NCS1 nucleoside transporter family	ECBD_3147	Escherichia coli (strain B / BL21-DE3)	484	ECBD_3147	NA	GO:0005886; GO:0015205	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
